City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Buraydah,SA,2021-04-06 02:52:07,26.326,43.975,60.8,31,0,4.61
289,Zyryanka,RU,2021-04-06 02:55:38,65.75,150.85,6.6,82,100,9.84
290,Ostrovnoy,RU,2021-04-06 02:55:38,68.0531,39.5131,35.87,85,100,25.12
291,San Patricio,US,2021-04-06 02:55:38,28.017,-97.5169,70.0,88,75,17.27
292,Rio Grande,BR,2021-04-06 02:51:35,-32.035,-52.0986,70.0,93,100,12.15
293,Vanavara,RU,2021-04-06 02:55:39,60.34,102.2797,35.67,100,99,5.35
294,Nouadhibou,MR,2021-04-06 02:55:39,20.931,-17.0347,64.72,79,7,20.2
295,Dole,FR,2021-04-06 02:55:40,47.0833,5.5,30.2,86,0,6.91
296,Nago,JP,2021-04-06 02:55:40,26.5881,127.9761,71.6,56,40,16.11
297,Mbigou,GA,2021-04-06 02:55:40,-1.9005,11.906,67.19,97,83,0.89
298,Chardara,KZ,2021-04-06 02:55:41,41.2547,67.9692,49.98,62,2,6.02
299,Kichera,RU,2021-04-06 02:55:41,55.9375,110.0997,28.54,82,95,4.52
300,Tiksi,RU,2021-04-06 02:53:44,71.6872,128.8694,-4.18,90,36,5.26
301,Pacific Grove,US,2021-04-06 02:50:45,36.6177,-121.9166,52.0,84,99,1.99
302,Kasongo-Lunda,CD,2021-04-06 02:55:42,-6.4667,16.8167,69.94,98,90,1.92
303,Yeppoon,AU,2021-04-06 02:55:42,-23.1333,150.7333,78.8,78,90,6.91
304,Corn Island,NI,2021-04-06 02:55:42,12.1694,-83.0418,80.26,74,16,16.31
305,Sao Joao Do Paraiso,BR,2021-04-06 02:55:43,-15.3136,-42.0144,66.29,87,87,7.09
306,Poronaysk,RU,2021-04-06 02:55:43,49.2167,143.1167,33.4,85,100,13.87
307,Khonsa,IN,2021-04-06 02:55:43,27.0167,95.5667,80.46,21,0,3.76
308,Hobyo,SO,2021-04-06 02:55:44,5.3505,48.5268,81.55,68,8,9.48
309,Bom Jesus,BR,2021-04-06 02:55:44,-9.0744,-44.3586,77.29,63,44,2.01
310,Te Anau,NZ,2021-04-06 02:53:16,-45.4167,167.7167,61.32,53,25,6.6
311,Sault Sainte Marie,CA,2021-04-06 02:55:44,46.5168,-84.3333,48.2,46,1,12.66
312,Sines,PT,2021-04-06 02:55:45,37.9562,-8.8698,55.99,94,66,1.34
313,Eirunepe,BR,2021-04-06 02:55:45,-6.6603,-69.8736,71.83,98,95,0.78
314,Gamba,GA,2021-04-06 02:54:18,-2.65,10.0,78.75,87,100,4.05
315,Rasht,IR,2021-04-06 02:55:45,37.2808,49.5832,55.4,88,75,7.58
316,Ballina,AU,2021-04-06 02:55:46,-28.8667,153.5667,75.2,73,90,13.8
317,Pemangkat,ID,2021-04-06 02:55:46,1.1667,108.9667,85.26,64,53,5.46
318,Sal Rei,CV,2021-04-06 02:55:46,16.1833,-22.9167,68.0,88,20,19.57
319,Dingle,PH,2021-04-06 02:53:37,10.9995,122.6711,86.97,59,100,13.2
320,Baykit,RU,2021-04-06 02:54:27,61.67,96.37,33.87,98,100,3.83
321,Bendorf,DE,2021-04-06 02:55:47,50.4333,7.5667,35.01,83,89,13.98
322,Faya,SA,2021-04-06 02:54:40,18.3851,42.4509,60.8,26,22,3.13
323,Saint Anthony,US,2021-04-06 02:55:47,45.0205,-93.218,75.99,35,75,12.66
324,Miri,MY,2021-04-06 02:51:53,4.4148,114.0089,82.4,78,20,10.36
325,Bose,IT,2021-04-06 02:55:48,45.4612,8.0137,45.0,85,0,1.01
326,Krasnoselkup,RU,2021-04-06 02:55:48,65.7,82.4667,32.25,92,100,10.51
327,Mitchell,US,2021-04-06 02:53:21,43.7094,-98.0298,68.0,30,1,17.27
328,Clyde River,CA,2021-04-06 02:55:49,70.4692,-68.5914,-0.4,85,90,10.36
329,Sterling,US,2021-04-06 02:55:49,39.0062,-77.4286,60.01,55,90,5.23
330,Sechura,PE,2021-04-06 02:55:50,-5.5569,-80.8222,74.52,69,74,11.9
331,Tunceli,TR,2021-04-06 02:54:50,39.1083,39.5471,50.0,87,75,3.44
332,Cangzhou,CN,2021-04-06 02:55:50,38.3167,116.8667,63.05,24,51,5.53
333,Vila Franca Do Campo,PT,2021-04-06 02:55:50,37.7167,-25.4333,57.2,94,40,12.66
334,Madison Heights,US,2021-04-06 02:55:51,42.4859,-83.1052,46.99,61,1,4.61
335,Goderich,CA,2021-04-06 02:55:51,43.7501,-81.7165,44.6,76,65,5.75
336,Xichang,CN,2021-04-06 02:55:51,27.8964,102.2634,71.01,32,100,5.28
337,Andenes,NO,2021-04-06 02:55:52,69.3143,16.1194,37.99,87,100,41.43
338,Balakhonovskoye,RU,2021-04-06 02:55:52,44.7767,41.7842,35.6,87,75,15.66
339,Padilla,CO,2021-04-06 02:55:52,3.2204,-76.3139,73.4,78,75,12.66
340,La Seyne-Sur-Mer,FR,2021-04-06 02:55:53,43.0982,5.8847,57.0,49,0,11.99
341,Fort-Shevchenko,KZ,2021-04-06 02:55:53,44.5086,50.263,48.11,84,100,13.27
342,Nirgua,VE,2021-04-06 02:55:53,10.1553,-68.5663,68.07,95,100,2.28
343,Teahupoo,PF,2021-04-06 02:55:53,-17.8333,-149.2667,86.0,54,40,3.44
344,Talara,PE,2021-04-06 02:55:54,-4.5772,-81.2719,72.14,80,89,9.69
345,Salalah,OM,2021-04-06 02:55:54,17.0151,54.0924,89.6,13,0,12.66
346,Phonhong,LA,2021-04-06 02:55:54,18.5007,102.4166,80.6,69,75,4.61
347,Nagato,JP,2021-04-06 02:55:55,34.3833,131.2,55.99,41,20,5.75
348,Hargeysa,SO,2021-04-06 02:54:30,9.56,44.065,63.0,38,6,0.34
349,Sicamous,CA,2021-04-06 02:55:55,50.8331,-118.9856,50.0,50,13,4.61
350,Kodinsk,RU,2021-04-06 02:55:55,58.6881,99.1844,38.66,89,100,5.41
351,Marabba,SD,2021-04-06 02:55:56,12.35,32.1833,77.86,7,20,8.61
352,Sola,VU,2021-04-06 02:55:10,-13.8833,167.55,81.54,74,18,13.78
353,Niquelandia,BR,2021-04-06 02:55:56,-14.4739,-48.4597,71.17,92,100,4.41
354,Pangody,RU,2021-04-06 02:55:57,65.85,74.4859,32.47,98,100,7.45
355,Waingapu,ID,2021-04-06 02:55:57,-9.6567,120.2641,77.5,81,100,20.76
356,Kattivakkam,IN,2021-04-06 02:55:57,13.2167,80.3167,82.4,83,40,7.92
357,Bosaso,SO,2021-04-06 02:55:58,11.2842,49.1816,76.37,59,7,2.64
358,Taseyevo,RU,2021-04-06 02:55:58,57.2169,94.8978,40.05,87,100,2.15
359,Tigil,RU,2021-04-06 02:55:58,57.8,158.6667,28.44,76,100,8.84
360,Boa Vista,BR,2021-04-06 02:54:30,2.8197,-60.6733,75.2,94,75,9.22
361,Asyut,EG,2021-04-06 02:55:59,27.181,31.1837,60.8,27,0,5.75
362,Pangoa,PE,2021-04-06 02:55:59,-12.1167,-73.0,68.29,99,93,1.86
363,Abu Kamal,SY,2021-04-06 02:56:00,34.4506,40.9171,63.9,33,1,6.46
364,Aklavik,CA,2021-04-06 02:56:00,68.2191,-135.0107,-4.0,65,98,11.5
365,Mbanza-Ngungu,CD,2021-04-06 02:56:00,-5.25,14.8667,68.13,97,96,1.34
366,Tevaitoa,PF,2021-04-06 02:56:01,-16.7833,-151.5,81.18,67,97,14.76
367,Peniche,PT,2021-04-06 02:53:07,39.3558,-9.3811,55.0,93,1,3.62
368,Hualmay,PE,2021-04-06 02:56:01,-11.0964,-77.6139,70.39,83,65,7.72
369,Jati,PK,2021-04-06 02:56:02,24.3539,68.2671,81.46,64,1,15.14
370,Asau,RO,2021-04-06 02:56:02,46.4333,26.4,36.0,87,2,5.75
371,Cascais,PT,2021-04-06 02:56:02,38.6979,-9.4215,57.99,73,43,5.68
372,Half Moon Bay,US,2021-04-06 02:56:03,37.4636,-122.4286,51.8,81,90,5.75
373,Kavaratti,IN,2021-04-06 02:56:03,10.5669,72.642,84.0,66,100,10.16
374,Zheleznodorozhnyy,RU,2021-04-06 02:56:03,55.7503,38.0042,34.0,80,0,6.71
375,Laguna,US,2021-04-06 02:56:04,38.421,-121.4238,62.6,55,1,11.5
376,Gillette,US,2021-04-06 02:52:17,44.2911,-105.5022,48.2,49,1,20.71
377,Delitzsch,DE,2021-04-06 02:56:04,51.5333,12.35,30.99,80,40,12.66
378,Boysun,UZ,2021-04-06 02:52:16,38.2061,67.1986,47.95,54,5,1.21
379,Ugoofaaru,MV,2021-04-06 02:56:04,5.6667,73.0,82.8,70,99,10.67
380,Ponta Do Sol,PT,2021-04-06 02:53:43,32.6667,-17.1,57.99,58,10,3.0
381,Lodja,CD,2021-04-06 02:56:05,-3.4833,23.4333,68.68,99,90,2.17
382,Zhangye,CN,2021-04-06 02:56:05,38.9342,100.4517,50.4,50,84,2.26
383,Honningsvag,NO,2021-04-06 02:56:05,70.9821,25.9704,34.3,93,100,13.67
384,San Quintin,MX,2021-04-06 02:56:06,30.4833,-115.95,60.37,81,5,15.43
385,Luderitz,NA,2021-04-06 02:56:06,-26.6481,15.1594,62.24,81,0,15.57
386,Morondava,MG,2021-04-06 02:56:07,-20.2833,44.2833,70.25,84,0,7.94
387,Karema,TZ,2021-04-06 02:56:07,-6.8205,30.4389,69.01,88,100,2.08
388,Tiszaeszlar,HU,2021-04-06 02:56:07,48.05,21.4667,41.0,70,0,5.75
389,Kununurra,AU,2021-04-06 02:56:08,-15.7667,128.7333,91.4,43,60,8.05
390,Milkovo,RU,2021-04-06 02:56:08,54.7167,158.6167,30.99,70,84,1.52
391,Atar,MR,2021-04-06 02:56:08,20.5169,-13.0499,76.57,16,1,9.42
392,San Martin,AR,2021-04-06 02:56:09,-33.081,-68.4681,73.4,60,20,5.75
393,Xining,CN,2021-04-06 02:56:09,36.6167,101.7667,42.53,58,58,6.51
394,Vao,NC,2021-04-06 02:54:06,-22.6667,167.4833,76.12,72,48,14.34
395,Yazman,PK,2021-04-06 02:56:09,29.1212,71.7446,81.99,24,80,13.22
396,Ahuimanu,US,2021-04-06 02:56:10,21.4447,-157.8378,78.8,64,75,17.27
397,Songea,TZ,2021-04-06 02:56:10,-10.6833,35.65,66.2,94,75,5.75
398,Marawi,PH,2021-04-06 02:56:00,7.9986,124.2928,82.99,79,100,5.99
399,Shahpura,IN,2021-04-06 02:56:11,27.3833,75.9667,84.2,28,20,4.61
400,Tandil,AR,2021-04-06 02:56:11,-37.3217,-59.1332,68.0,92,91,1.01
401,Biograd Na Moru,HR,2021-04-06 02:56:11,43.9433,15.4519,48.0,61,75,12.66
402,Dogondoutchi,NE,2021-04-06 02:56:11,13.6393,4.0287,82.26,9,19,8.23
403,Deputatskiy,RU,2021-04-06 02:56:12,69.3,139.9,-0.35,89,100,3.47
404,Sudova Vyshnya,UA,2021-04-06 02:56:12,49.7889,23.3722,37.4,75,90,11.18
405,Port Hedland,AU,2021-04-06 02:56:12,-20.3167,118.5667,98.6,16,6,11.5
406,Banda Aceh,ID,2021-04-06 02:54:59,5.5577,95.3222,83.62,71,99,4.21
407,Salinopolis,BR,2021-04-06 02:56:13,-0.6136,-47.3561,79.43,86,83,11.48
408,Harper,LR,2021-04-06 02:56:13,4.375,-7.7169,79.09,88,69,3.58
409,Alofi,NU,2021-04-06 02:54:41,-19.0595,-169.9187,80.6,83,100,6.91
410,Mackay,AU,2021-04-06 02:56:14,-21.15,149.2,84.0,78,98,8.05
411,Mana,GF,2021-04-06 02:56:14,5.6592,-53.7767,77.05,90,100,11.07
412,San Cristobal,VE,2021-04-06 02:54:43,7.7669,-72.225,78.8,78,75,4.61
413,Zile,TR,2021-04-06 02:56:14,40.3031,35.8864,46.4,93,75,4.76
414,Padang,ID,2021-04-06 02:53:35,-0.9492,100.3543,86.0,70,20,2.3
415,Yelan,RU,2021-04-06 02:56:15,50.949,43.7378,33.35,98,100,15.97
416,Warrnambool,AU,2021-04-06 02:54:01,-38.3833,142.4833,66.0,70,79,13.0
417,Baymak,RU,2021-04-06 02:56:15,52.5933,58.3225,27.81,90,100,2.8
418,Fomboni,KM,2021-04-06 02:56:16,-12.28,43.7425,81.61,78,100,13.71
419,Anloga,GH,2021-04-06 02:56:16,5.7947,0.8973,82.4,89,20,11.5
420,Nortelandia,BR,2021-04-06 02:56:16,-14.4547,-56.8028,73.72,93,96,1.07
421,Muros,ES,2021-04-06 02:56:17,42.7762,-9.0603,50.0,74,0,10.29
422,Madingou,CG,2021-04-06 02:56:17,-4.1536,13.55,73.49,95,100,1.79
423,Paamiut,GL,2021-04-06 02:56:17,61.994,-49.6678,34.25,94,100,7.78
424,Sveti Nikole,MK,2021-04-06 02:56:18,41.8696,21.9527,32.0,93,0,4.43
425,Porto Santo,PT,2021-04-06 02:56:18,33.072,-16.3415,60.8,72,20,3.44
426,Kloulklubed,PW,2021-04-06 02:55:29,7.0419,134.2556,87.8,70,75,8.05
427,Puri,IN,2021-04-06 02:56:18,19.8,85.85,84.2,79,40,9.22
428,Olafsvik,IS,2021-04-06 02:56:19,64.8945,-23.7142,26.47,79,98,11.77
429,Emba,KZ,2021-04-06 02:56:19,48.8264,58.1442,39.61,88,64,10.8
430,Chicama,PE,2021-04-06 02:56:19,-7.8447,-79.1469,72.91,74,43,6.04
431,Kalaleh,IR,2021-04-06 02:56:20,37.3807,55.4916,50.0,62,0,8.59
432,Chokurdakh,RU,2021-04-06 02:54:23,70.6333,147.9167,-8.09,83,26,1.7
433,Beisfjord,NO,2021-04-06 02:56:20,68.3751,17.5988,33.8,93,100,4.61
434,Vikulovo,RU,2021-04-06 02:56:21,56.8167,70.6107,33.42,95,100,17.31
435,Hovd,MN,2021-04-06 02:56:21,48.0056,91.6419,44.65,23,24,1.3
436,Zhigansk,RU,2021-04-06 02:56:21,66.7697,123.3711,-2.81,88,62,5.03
437,Tessalit,ML,2021-04-06 02:56:22,20.1986,1.0114,78.33,13,12,6.44
438,Ilek,RU,2021-04-06 02:56:22,51.5271,53.3831,33.57,98,100,17.49
439,Cacu,BR,2021-04-06 02:56:22,-18.5567,-51.1308,70.25,85,80,3.27
440,Kano,NG,2021-04-06 02:56:23,12.0001,8.5167,68.0,40,0,6.46
441,Puerto Escondido,MX,2021-04-06 02:56:23,15.85,-97.0667,79.14,76,1,5.06
442,Miraflores,MX,2021-04-06 02:56:23,19.2167,-98.8083,66.2,26,90,9.22
443,Kruisfontein,ZA,2021-04-06 02:56:24,-34.0033,24.7314,59.0,95,100,1.01
444,Doha,QA,2021-04-06 02:56:24,25.2867,51.5333,69.8,56,0,13.8
445,Stornoway,GB,2021-04-06 02:56:24,58.2093,-6.3865,32.0,80,75,17.27
446,Maniitsoq,GL,2021-04-06 02:56:25,65.4167,-52.9,27.61,96,100,6.2
447,Morgan City,US,2021-04-06 02:56:25,29.6994,-91.2068,64.4,94,1,5.75
448,Pevek,RU,2021-04-06 02:56:25,69.7008,170.3133,-7.4,91,97,4.45
449,Kailua,US,2021-04-06 02:56:26,21.4022,-157.7394,78.8,64,75,17.27
450,Mokhsogollokh,RU,2021-04-06 02:56:26,61.4681,128.9203,6.6,69,99,4.68
451,Tonj,SS,2021-04-06 02:56:26,7.2737,28.6822,79.0,30,61,2.24
452,Lazaro Cardenas,MX,2021-04-06 02:56:27,17.9583,-102.2,76.66,78,4,4.25
453,Verkhnetulomskiy,RU,2021-04-06 02:56:27,68.6073,31.7962,35.6,75,40,13.42
454,Gat,IL,2021-04-06 02:53:02,31.61,34.7642,70.0,22,20,5.01
455,Cockburn Town,TC,2021-04-06 02:51:28,21.4612,-71.1419,73.92,65,100,15.93
456,Wanaka,NZ,2021-04-06 02:56:28,-44.7,169.15,61.0,71,10,5.01
457,Dzidzantun,MX,2021-04-06 02:56:28,21.25,-89.05,71.89,64,78,7.81
458,Nizhnyaya Omka,RU,2021-04-06 02:56:28,55.4338,74.9426,32.05,88,89,18.32
459,Sitka,US,2021-04-06 02:56:29,57.0531,-135.33,39.2,81,75,4.61
460,Morrinhos,BR,2021-04-06 02:56:29,-17.7311,-49.0994,67.37,93,82,8.03
461,Batsfjord,NO,2021-04-06 02:56:29,70.6345,29.7185,35.6,75,75,20.71
462,Neuquen,AR,2021-04-06 02:56:30,-38.9516,-68.0591,76.26,47,100,6.08
463,Pingliang,CN,2021-04-06 02:56:30,35.5392,106.6861,50.59,73,100,9.64
464,Erenhot,CN,2021-04-06 02:56:30,43.6475,111.9767,49.78,28,10,1.28
465,Khasan,RU,2021-04-06 02:56:31,42.4308,130.6434,51.19,56,37,2.59
466,Praia Da Vitoria,PT,2021-04-06 02:56:31,38.7333,-27.0667,60.01,100,75,9.35
467,Pangai,TO,2021-04-06 02:56:31,-19.8,-174.35,82.4,61,40,2.3
468,Chake Chake,TZ,2021-04-06 02:56:32,-5.2459,39.7666,77.2,87,98,6.85
469,Saint George,US,2021-04-06 02:56:00,37.1041,-113.5841,80.6,7,1,16.11
470,Huarmey,PE,2021-04-06 02:56:32,-10.0681,-78.1522,71.15,83,100,8.39
471,Pathein,MM,2021-04-06 02:56:32,16.7833,94.7333,80.46,65,30,10.87
472,Swakopmund,NA,2021-04-06 02:56:33,-22.6833,14.5333,55.4,100,35,1.14
473,Rocha,UY,2021-04-06 02:56:33,-34.4833,-54.3333,63.68,97,7,5.37
474,Caravelas,BR,2021-04-06 02:53:32,-17.7125,-39.2481,73.83,85,14,5.73
475,Bambanglipuro,ID,2021-04-06 02:56:33,-7.95,110.2833,86.81,64,84,1.12
476,Torrevieja,ES,2021-04-06 02:56:34,37.9787,-0.6822,54.0,83,0,1.99
477,Sorland,NO,2021-04-06 02:54:47,67.667,12.6934,38.61,88,100,33.08
478,Yumen,CN,2021-04-06 02:55:44,40.2833,97.2,48.56,50,37,13.87
479,Berlevag,NO,2021-04-06 02:56:29,70.8578,29.0864,35.08,88,100,22.73
480,Pericos,MX,2021-04-06 02:56:34,25.05,-107.7,73.4,56,1,6.91
481,Cordoba,AR,2021-04-06 02:51:46,-31.4135,-64.1811,66.99,88,0,11.5
482,Talcahuano,CL,2021-04-06 02:56:35,-36.7167,-73.1167,59.0,77,0,5.75
483,Jalu,LY,2021-04-06 02:53:59,29.0331,21.5482,70.36,7,1,13.49
484,Chepareria,KE,2021-04-06 02:56:35,1.3077,35.2039,60.48,85,96,2.98
485,Plettenberg Bay,ZA,2021-04-06 02:56:35,-34.0527,23.3716,60.55,86,99,10.67
486,Zabol,AF,2021-04-06 02:56:36,32.25,67.25,54.28,26,44,7.27
487,Flinders,AU,2021-04-06 02:53:31,-34.5833,150.8552,77.0,77,34,4.0
488,Yagodnoye,RU,2021-04-06 02:56:36,62.55,149.6667,11.57,81,100,4.65
489,South Sioux City,US,2021-04-06 02:56:37,42.4739,-96.4136,75.2,43,1,13.8
490,Hadrut,AZ,2021-04-06 02:56:37,39.52,47.0318,56.16,42,10,8.81
491,Sao Filipe,CV,2021-04-06 02:56:37,14.8961,-24.4956,75.24,63,5,12.26
492,Paita,PE,2021-04-06 02:56:38,-5.0892,-81.1144,72.7,76,58,10.36
493,Boddam,GB,2021-04-06 02:56:38,57.4667,-1.7833,33.01,86,40,17.27
494,Bhadohi,IN,2021-04-06 02:56:38,25.4167,82.5667,78.8,50,3,2.3
495,Voi,KE,2021-04-06 02:56:39,-3.3945,38.563,73.04,81,97,5.91
496,Novyy Karachay,RU,2021-04-06 02:56:39,43.8208,41.9032,38.1,88,92,2.77
497,Ulaanbaatar,MN,2021-04-06 02:52:52,47.9077,106.8832,41.0,38,0,2.24
498,Regeneracao,BR,2021-04-06 02:56:39,-6.2378,-42.6883,72.36,88,91,1.48
499,Yantongshan,CN,2021-04-06 02:56:40,43.2919,126.0094,54.66,15,0,15.32
500,Puma,TZ,2021-04-06 02:56:40,-5.0,34.7333,58.32,96,45,6.82
501,Todos Santos,MX,2021-04-06 02:56:41,23.45,-110.2167,66.99,84,0,5.12
502,Awjilah,LY,2021-04-06 02:56:41,29.1081,21.2869,71.64,7,2,13.98
503,Broome,US,2021-04-06 02:56:41,42.2506,-75.833,44.6,36,1,9.22
504,Klaksvik,FO,2021-04-06 02:56:41,62.2266,-6.589,26.6,59,40,33.38
505,Karratha,AU,2021-04-06 02:56:42,-20.7377,116.8463,93.61,24,32,8.88
506,Ulundi,ZA,2021-04-06 02:56:42,-28.3352,31.4162,59.38,95,6,3.2
507,Bilma,NE,2021-04-06 02:56:43,18.6853,12.9164,73.53,8,0,2.86
508,Tulagi,SB,2021-04-06 02:56:43,-9.0996,160.1476,82.85,75,96,7.31
509,Katobu,ID,2021-04-06 02:56:43,-4.9408,122.5276,87.03,60,83,7.45
510,Barcelos,PT,2021-04-06 02:56:44,41.5388,-8.6151,55.0,93,0,1.14
511,Maragogi,BR,2021-04-06 02:55:16,-9.0122,-35.2225,76.89,75,12,6.73
512,Tondano,ID,2021-04-06 02:56:44,1.3038,124.9112,89.6,66,40,8.05
513,Bonavista,CA,2021-04-06 02:56:45,48.6499,-53.1147,37.0,100,100,2.3
514,Liverpool,GB,2021-04-06 02:56:45,53.4106,-2.9779,41.0,60,40,12.66
515,Komsomolskiy,UZ,2021-04-06 02:56:45,40.4272,71.7189,46.4,81,76,2.3
516,Westport,US,2021-04-06 02:56:34,41.1415,-73.3579,57.2,23,1,9.22
517,Qaqortoq,GL,2021-04-06 02:56:46,60.7167,-46.0333,37.4,81,75,1.14
518,Kemijarvi,FI,2021-04-06 02:56:46,66.7131,27.4306,28.63,81,100,13.38
519,Mitu,CO,2021-04-06 02:56:46,1.1983,-70.1733,71.62,99,100,1.54
520,Solnechnyy,RU,2021-04-06 02:56:47,50.7214,136.6319,35.69,74,100,5.28
521,Etne,NO,2021-04-06 02:56:47,59.6648,5.9326,32.0,91,86,5.99
522,Leczyca,PL,2021-04-06 02:56:12,52.0596,19.1997,33.01,89,100,4.0
523,Kuvshinovo,RU,2021-04-06 02:56:48,57.0295,34.1725,32.81,80,74,12.59
524,Siyabuswa,ZA,2021-04-06 02:56:48,-25.1132,29.0445,62.17,85,0,5.79
525,Canton,CN,2021-04-06 02:56:49,23.1167,113.25,84.0,57,20,2.24
526,Krasnokholm,RU,2021-04-06 02:56:49,51.5979,54.1567,33.66,98,100,16.08
527,Port Blair,IN,2021-04-06 02:56:49,11.6667,92.75,84.25,67,32,5.75
528,Wageningen,NL,2021-04-06 02:56:50,51.9667,5.6667,36.0,87,75,9.22
529,Ambon,ID,2021-04-06 02:56:50,-3.6954,128.1814,89.6,58,20,6.91
530,Challans,FR,2021-04-06 02:56:50,46.8436,-1.8749,41.0,70,90,8.05
531,Yabelo,ET,2021-04-06 02:56:51,4.8833,38.0833,57.79,89,99,4.21
532,Marsh Harbour,BS,2021-04-06 02:56:51,26.5412,-77.0636,67.89,54,1,7.61
533,Jining,CN,2021-04-06 02:56:51,35.405,116.5814,61.56,37,91,5.28
534,Waverly,US,2021-04-06 02:56:52,42.7392,-84.6208,53.6,87,1,10.36
535,Ca Mau,VN,2021-04-06 02:56:52,9.1769,105.15,91.92,45,83,15.66
536,Afyonkarahisar,TR,2021-04-06 02:56:52,38.75,30.6667,44.51,79,96,4.65
537,Agadez,NE,2021-04-06 02:56:53,19.75,10.25,73.94,7,0,6.6
538,Naze,JP,2021-04-06 02:56:53,28.3667,129.4833,69.8,60,75,11.5
539,Pahrump,US,2021-04-06 02:52:36,36.2083,-115.9839,75.2,11,1,19.57
540,Praia,CV,2021-04-06 02:56:54,14.9215,-23.5087,77.0,31,0,20.71
541,La Roche-Sur-Yon,FR,2021-04-06 02:56:54,46.6667,-1.4333,37.4,81,90,9.22
542,Sioux Lookout,CA,2021-04-06 02:56:54,50.1001,-91.917,51.8,46,90,3.44
543,Mlowo,TZ,2021-04-06 02:56:55,-9.0,32.9833,58.53,97,79,2.71
544,Quba,AZ,2021-04-06 02:56:55,41.3626,48.5152,49.77,65,90,3.8
545,Hami,CN,2021-04-06 02:56:55,42.8,93.45,59.32,26,36,3.24
546,Temuco,CL,2021-04-06 02:56:56,-38.7333,-72.6,60.8,77,0,6.91
547,Nemuro,JP,2021-04-06 02:53:20,43.3236,145.575,44.6,33,0,6.91
548,Sussex,US,2021-04-06 02:54:21,41.1834,-74.6663,53.6,24,1,8.05
549,West Bay,KY,2021-04-06 02:56:56,19.3667,-81.4167,78.8,53,20,8.05
550,Bud,US,2021-04-06 02:56:57,39.447,-86.1758,63.0,44,40,6.91
551,Jardim,BR,2021-04-06 02:56:57,-21.4803,-56.1381,79.03,48,100,6.73
552,Guerrero Negro,MX,2021-04-06 02:56:57,27.9769,-114.0611,62.28,77,3,14.67
553,Quatre Cocos,MU,2021-04-06 02:55:07,-20.2078,57.7625,78.01,88,40,9.82
554,Umea,SE,2021-04-06 02:56:58,63.8284,20.2597,28.99,100,75,5.57
555,San Luis,AR,2021-04-06 02:56:58,-33.295,-66.3356,68.23,68,16,9.08
556,Lagoa,PT,2021-04-06 02:54:26,39.05,-27.9833,59.47,80,92,15.68
557,Red Bluff,US,2021-04-06 02:56:58,40.1785,-122.2358,69.8,40,1,8.05
558,Darayya,SY,2021-04-06 02:56:59,33.459,36.2374,44.6,57,0,3.44
559,La Rioja,ES,2021-04-06 02:56:59,42.25,-2.5,42.8,81,0,9.22
560,Tulu Bolo,ET,2021-04-06 02:57:00,8.6667,38.2167,58.71,43,14,2.24
561,Mandla,IN,2021-04-06 02:57:15,22.6,80.3833,89.31,10,0,3.29
562,Konya,TR,2021-04-06 02:57:21,38.1667,32.5,42.8,70,75,6.91
563,Kahului,US,2021-04-06 02:57:22,20.8947,-156.47,73.4,83,40,20.71
564,Porto Novo,BJ,2021-04-06 02:57:22,6.4965,2.6036,84.2,84,40,13.8
565,Oga,IT,2021-04-06 02:57:22,46.4631,10.347,41.0,58,75,10.36
566,Sandy Bay,AU,2021-04-06 02:57:23,-42.913,147.3532,68.0,59,20,8.05
567,Colombia,CU,2021-04-06 02:57:23,20.9881,-77.4297,69.8,73,1,13.8
568,Teluk Nibung,ID,2021-04-06 02:57:23,3.001,99.8164,82.9,78,80,1.45
569,Bac Lieu,VN,2021-04-06 02:53:06,9.285,105.7244,87.58,60,51,20.56
570,Skara,SE,2021-04-06 02:57:24,58.3866,13.4384,33.8,51,20,10.36
571,Sapa,PH,2021-04-06 02:57:24,5.1544,120.3241,84.45,69,100,9.33
572,Rebrikha,RU,2021-04-06 02:57:24,53.0733,82.3408,35.92,98,94,11.65
573,Srandakan,ID,2021-04-06 02:57:25,-7.9386,110.2506,87.17,63,84,0.69
574,Terrasini,IT,2021-04-06 02:57:25,38.146,13.0844,54.0,71,40,8.05
575,Ternate,ID,2021-04-06 02:57:25,0.8,127.4,84.07,67,43,5.7
576,Oracon,PH,2021-04-06 02:57:25,10.4782,122.5839,83.71,65,100,15.59
577,Bukachacha,RU,2021-04-06 02:57:26,52.9833,116.9167,27.72,30,5,6.24
578,Mancio Lima,BR,2021-04-06 02:57:26,-7.6142,-72.8958,69.8,99,99,0.92
579,Mwene-Ditu,CD,2021-04-06 02:57:26,-7.0,23.45,64.33,93,99,4.34
580,Alta Floresta,BR,2021-04-06 02:57:27,-9.8756,-56.0861,72.09,95,83,2.33
581,Dungarpur,IN,2021-04-06 02:57:27,23.8333,73.7167,87.62,24,0,13.6
