City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
347,Naze,JP,66.2,light rain,28.3667,129.4833,奄美ポートタワーホテル
348,Coro,VE,77.49,broken clouds,11.4045,-69.6734,Federal
350,Colac,AU,57.0,broken clouds,-38.3333,143.5833,Otway Gate Motel
351,Snasa,NO,27.23,light snow,64.2457,12.3778,Snåsa Hotell AS
353,Sunrise Manor,US,82.4,clear sky,36.2111,-115.0731,Comfort Inn & Suites Las Vegas - Nellis
354,Roald,NO,37.4,broken clouds,62.5833,6.1333,Flem Cabins
355,Ambulu,ID,86.43,few clouds,-8.345,113.6058,Hotel Ambulu Jember
356,Kot Addu,PK,68.0,smoke,30.4692,70.9671,Mohammad Ayub General Store
357,Codrington,AU,60.94,broken clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
358,Nerchinskiy Zavod,RU,51.42,broken clouds,51.3088,119.61,Tat'yana
359,Jacareacanga,BR,75.49,broken clouds,-6.2222,-57.7528,Casa do Ian😎
361,Quatre Cocos,MU,79.0,scattered clouds,-20.2078,57.7625,Emeraude Beach Attitude Hotel
362,Atasu,KZ,52.23,scattered clouds,48.6814,71.6433,Dostyk
363,Osinovo,RU,33.8,light snow,55.8809,48.881,Podkova Hotel
364,Havoysund,NO,21.2,light snow,70.9963,24.6622,Arctic View Glamping & Restaurant
365,Havre-Saint-Pierre,CA,39.2,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
366,Saint Anthony,US,53.01,overcast clouds,45.0205,-93.21799999999999,Holiday Inn Express Roseville-St. Paul
367,Sawakin,SD,76.62,few clouds,19.1059,37.3321,فندق الدويم
368,Ayan,RU,26.13,broken clouds,56.45,138.1667,Gostinitsa
369,Xining,CN,44.55,overcast clouds,36.6167,101.7667,Super Leisure Hotel
370,Prince Rupert,CA,39.2,light rain,54.3161,-130.3201,Crest Hotel
371,Zambezi,ZM,58.3,clear sky,-13.5432,23.1047,Royal Kutachika Lodge
372,Bira,RU,46.04,scattered clouds,49.0,132.4667,Gostitsa Edel'veys
373,Butterworth,MY,86.0,few clouds,5.3991,100.3638,Cititel Penang
374,Kang,BW,63.72,clear sky,-23.6752,22.7876,Kang Ultra Stop
375,Areka,ET,59.86,scattered clouds,7.0667,37.7,Selam Hotel ሰላም ሆቴል
376,Unai,BR,68.31,overcast clouds,-16.3575,-46.9061,Hotel Regente
377,Ust-Nera,RU,15.6,overcast clouds,64.5667,143.2,Hotel Ust-Nera
378,Sorland,NO,32.32,scattered clouds,67.667,12.6934,Sjybrygga fiskecamp
380,Viking,CA,35.6,scattered clouds,53.1001,-111.7684,Viking Lamplighter Motel
381,Vaiusu,WS,89.6,broken clouds,-13.8268,-171.7933,Orator Hotel Samoa
382,Eureka,US,50.0,clear sky,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
383,Pailon,BO,75.2,scattered clouds,-17.65,-62.75,Alojamiento pailon
387,Dicabisagan,PH,76.8,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
388,Nusaybin,TR,55.4,clear sky,37.0778,41.2178,Aydinlar Hotel
389,Souris,CA,46.99,broken clouds,49.6172,-100.2612,The Souris Hotel
390,Biak,ID,79.61,heavy intensity rain,-0.9131,122.8766,Penginapan Kim
391,Coahuayana,MX,69.96,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
392,Tirumullaivasal,IN,83.46,scattered clouds,11.2333,79.8333,Hajaali
393,Mirnyy,RU,13.73,overcast clouds,62.5353,113.9611,квартира
394,Dzaoudzi,YT,77.0,light rain,-12.7887,45.2699,Le Rocher
395,Auki,SB,76.05,light rain,-8.7676,160.7034,Auki Motel
396,Port Augusta,AU,69.8,overcast clouds,-32.5,137.7667,Majestic Oasis Apartments
397,Cabo San Lucas,MX,77.0,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
398,Jalu,LY,61.05,few clouds,29.0331,21.5482,صاحبة الفخامة
399,Redlands,US,69.01,clear sky,34.0556,-117.1825,Dynasty Suites Redlands
400,Namibe,AO,79.54,broken clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
401,Robinson,US,70.0,clear sky,31.4677,-97.1147,Flat Creek Farms RV Resort
402,Luderitz,,72.21,clear sky,-26.6481,15.1594,LÜDERITZ NEST HOTEL
403,Kaeo,NZ,69.01,light rain,-35.1,173.7833,Bushido Lodge
404,Vila Franca Do Campo,PT,59.0,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
405,Ilanskiy,RU,34.56,overcast clouds,56.2358,96.065,"Gostinitsa ""Berezka"""
406,Porbandar,IN,75.2,haze,21.6422,69.6093,Lords Inn Porbandar
407,Bulzesti,RO,35.01,clear sky,44.5333,23.8833,Un Colţ de Rai
408,Aransas Pass,US,73.4,clear sky,27.9095,-97.15,Microtel Inn & Suites by Wyndham Aransas Pass/Corpus Christi
410,Muisne,EC,77.59,overcast clouds,0.6,-80.0333,Quinta Samay
411,Manavalakurichi,IN,86.0,haze,8.1333,77.3,Udaya Boys Hostel
412,Fougamou,GA,72.95,light rain,-1.2154,10.5838,Résidence d'Hôtes Bapedy
413,Harlingen,US,77.0,clear sky,26.1906,-97.6961,Courtyard by Marriott Harlingen
414,Zapolyarnyy,RU,21.2,few clouds,69.4154,30.8136,Pechenga
415,Bastia,FR,50.0,clear sky,42.6667,9.3333,Hotel Santa Maria
416,Hamilton,US,60.01,scattered clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
417,Kiama,AU,81.0,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
418,Flin Flon,CA,36.82,overcast clouds,54.7682,-101.865,Victoria Inn Flin Flon
419,Udachnyy,RU,5.88,overcast clouds,66.4167,112.4,Severnoye Siyaniye
420,Luanda,AO,75.2,scattered clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
421,Bermejo,AR,66.2,scattered clouds,-32.8833,-68.8,Muras Apart Hotel
422,Ponta Delgada,PT,59.0,broken clouds,37.7333,-25.6667,Vila Nova Hotel
423,Aquitania,CO,47.53,light rain,5.5197,-72.8875,Casa Adelita Paraíso Azul
424,Suluova,TR,41.0,light rain,40.8313,35.6479,GÜN APART
425,Bam,IR,73.58,clear sky,29.105999999999998,58.357,Bam Tourist Hotel
426,Palatka,US,69.01,scattered clouds,29.6486,-81.6376,Holiday Inn Express & Suites Palatka Northwest
427,Coffs Harbour,AU,79.0,scattered clouds,-30.3,153.1333,Aquajet Motel
428,Sioux Lookout,CA,33.8,light rain,50.1001,-91.917,Knobby's Fly-In Camps
430,Yagoua,CM,82.85,broken clouds,10.3411,15.2329,Sahel Hotel
432,Strathmore,CA,37.4,scattered clouds,51.0501,-113.3852,Wheatland Hotel
433,Isangel,VU,86.0,light rain,-19.55,169.2667,Volcano Sea View Tree House
434,Kano,NG,80.01,clear sky,12.0001,8.5167,Havana Guest Inn
435,Ancud,CL,53.01,light rain,-41.8697,-73.8203,Hotel Arena Gruesa
436,Atyrau,KZ,51.8,clear sky,47.1167,51.8833,River Palace Hotel
437,Llanes,ES,53.01,broken clouds,43.4198,-4.7549,Hotel La Paz
438,Monroe,US,68.0,clear sky,43.1501,-77.6831,Staybridge Suites Rochester University
439,San Policarpo,PH,82.83,overcast clouds,12.1791,125.5072,JM Lodge
440,Hambantota,LK,78.8,clear sky,6.1241,81.1185,Bungalow 63
441,Yar-Sale,RU,31.84,overcast clouds,66.8333,70.8333,Yalemd
442,Semnan,IR,65.12,broken clouds,35.5729,53.3971,Semnan Tourist Hotel
443,San Juan,AR,68.52,scattered clouds,-31.5375,-68.5364,Hotel Provincial
444,Talnakh,RU,16.56,broken clouds,69.4865,88.3972,Talnakh Hotel
445,Muhos,FI,24.8,clear sky,64.808,25.9931,Montta - active camping / campsite Montan
446,Beyneu,KZ,55.9,clear sky,45.3167,55.2,NUR
447,Yakeshi,CN,53.22,overcast clouds,49.2833,120.7333,Longhua Hotel
448,San Ramon,US,62.6,clear sky,37.7799,-121.978,San Ramon Marriott
449,Chumikan,RU,29.75,overcast clouds,54.7183,135.315,Fortuna
451,Taranagar,IN,80.78,clear sky,28.6709,75.0351,Jyani Plaza
453,Laguna,US,75.2,clear sky,38.421,-121.4238,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
454,Balkanabat,TM,74.16,clear sky,39.5108,54.3671,Nebitchi Hotel
455,Nizhniy Kuranakh,RU,34.65,light snow,58.8353,125.4869,Park Pobedy
456,Mattawa,US,41.0,clear sky,46.7379,-119.9028,Sun & Sand Mobile Home Park
457,Shirvan,AZ,60.6,overcast clouds,39.9509,48.8994,Nəriman Nərimanov küçəsi Şirvan Azərbaycan
458,Sur,OM,80.94,clear sky,22.5667,59.5289,Sur Plaza Hotel
459,Kathmandu,NP,64.4,haze,27.7167,85.3167,Hotel Shanker Kathmandu
460,Te Anau,NZ,63.16,clear sky,-45.4167,167.7167,Kingsgate Hotel Te Anau
462,Saiha,IN,85.98,clear sky,22.4833,92.9667,"Circuit House, Siaha"
463,Zarinsk,RU,34.27,overcast clouds,53.7074,84.9493,Uyt Inn
464,Abha,SA,62.6,clear sky,18.2164,42.5053,Abha Hotel
465,Alofi,NU,82.4,clear sky,-19.0595,-169.9187,Taloa Heights
466,Homer,US,27.0,snow,59.6425,-151.5483,Beluga Lake Lodge
467,Meridian,US,48.2,clear sky,43.6121,-116.3915,Courtyard by Marriott Boise West/Meridian
468,Tiarei,PF,86.0,broken clouds,-17.5333,-149.3333,Le Rocher de Tahiti
469,Halifax,CA,42.8,overcast clouds,44.6453,-63.5724,Hotel Halifax
470,Sisimiut,GL,32.47,snow,66.9395,-53.6735,Hotel Sisimiut
471,Zhigalovo,RU,34.88,overcast clouds,54.8097,105.1578,"Hotel ""Lenatur"""
472,Paracuru,BR,82.99,overcast clouds,-3.41,-39.0306,Hotel Vento Brasil
473,Imphal,IN,62.6,mist,24.8167,93.95,State Guest House
474,Great Falls,US,35.6,snow,47.5002,-111.3008,La Quinta Inn & Suites by Wyndham Great Falls
475,Cockburn Town,TC,75.04,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
476,Daule,EC,82.4,moderate rain,-1.865,-79.9792,Hospedaje viajero
477,Dodola,ET,49.33,broken clouds,6.9833,39.1833,Asiya Hussen
478,Konstanz,DE,30.99,few clouds,47.6603,9.1758,Hotel Gästehaus Centro
480,Stillwater,US,66.2,clear sky,36.1156,-97.0584,Hampton Inn & Suites Stillwater
481,Strezhevoy,RU,33.8,clear sky,60.7333,77.5889,Sibiryachka
482,Sturgeon Bay,US,51.8,mist,44.8342,-87.37700000000001,AmericInn by Wyndham Sturgeon Bay
483,Lufilufi,WS,89.6,broken clouds,-13.8745,-171.5986,Leuaina Beach Resort and Spa
484,Qasigiannguit,GL,33.8,light rain,68.8193,-51.1922,Hotel Diskobay
485,Vanimo,PG,86.36,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
486,Fairlie,GB,37.0,clear sky,55.756,-4.8556,Brisbane House Hotel
488,Tvoroyri,FO,30.2,light snow,61.5556,-6.8111,Hilmarsstova a Hobbit Hole
489,Tocopilla,CL,67.57,broken clouds,-22.092,-70.1979,Hotel Galvarino
490,Xique-Xique,BR,77.94,clear sky,-10.8218,-42.7263,Hotel J. Macedo
491,Mindelo,CV,68.0,few clouds,16.8901,-24.9804,Hotel Gaudi
492,San Patricio,US,73.4,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
493,Amboasary,MG,75.2,few clouds,-25.0333,46.3833,DISCOVERY AMBOASARY
495,Channarayapatna,IN,78.78,clear sky,12.9044,76.3917,Ideal bakery
496,Wanning,CN,79.88,scattered clouds,18.8003,110.3967,Paradise Hotel
497,Neiafu,TO,82.4,scattered clouds,-18.65,-173.9833,Mystic Sands
498,Ribeira Grande,PT,59.88,broken clouds,38.5167,-28.7,Quinta da Meia Eira
501,Sagua La Grande,CU,71.6,few clouds,22.8067,-80.0756,Hotel Telégrafo
502,Talara,PE,72.18,overcast clouds,-4.5772,-81.2719,Hostal Oro Negro
504,Saint-Pierre,RE,77.0,clear sky,-21.3393,55.4781,Lindsey Hôtel
505,Maunabo,PR,75.0,overcast clouds,18.0072,-65.8993,Maunacaribe
506,Waipawa,NZ,68.0,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
507,Joshimath,IN,59.54,few clouds,30.5667,79.5667,Shivalik Camps & Resort
508,Tommot,RU,36.12,overcast clouds,58.9564,126.2925,Gostinitsa Tommot
509,Oakdale,US,53.01,scattered clouds,44.963,-92.9649,Best Western Regency Plaza Hotel - St. Paul East
510,Bereda,ES,46.99,broken clouds,43.2686,-7.5406,Pazo de Verdes
511,Mackenzie,CA,35.6,overcast clouds,55.2999,-123.1698,Hilton Shop
512,Zhigansk,RU,11.26,overcast clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
513,Esil,KZ,34.34,broken clouds,51.9556,66.4042,Egorkino Hotel
514,Sistranda,NO,33.8,broken clouds,63.7256,8.834,Hotell Frøya
515,Austin,US,81.0,scattered clouds,30.2672,-97.7431,The Driskill - In the Unbound Collection by Hyatt
516,Mattru,SL,78.24,scattered clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
517,Karaton,ID,86.0,scattered clouds,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
518,Gdov,RU,28.06,few clouds,58.7406,27.8122,Ustje Beach Resort
519,Vardo,NO,24.8,few clouds,70.3705,31.1107,Vardø Hotel AS
520,Nouadhibou,MR,66.2,clear sky,20.930999999999997,-17.0347,El Medina
521,Iskateley,RU,37.6,overcast clouds,67.6803,53.1512,Hostel Agat
522,Zhuhai,CN,69.01,mist,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
523,Vestmannaeyjar,IS,24.64,clear sky,63.4427,-20.2734,Glamping & Camping
525,Mayo,US,57.2,clear sky,38.8876,-76.5119,Resorts Resource Group International
528,Mongar,BT,67.12,broken clouds,27.2747,91.2396,Wangchuk Hotel
529,Akureyri,IS,24.8,overcast clouds,65.6835,-18.0878,Icelandair Hotel Akureyri
530,Mareeba,AU,90.0,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
532,The Valley,AI,77.0,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
533,Guiratinga,BR,68.63,clear sky,-16.3494,-53.7583,Hotel Angra do Cerrado - Guiratinga MT
534,Tambovka,RU,44.6,clear sky,50.0969,128.0489,Lyzhnaya Gorka
535,Maracaibo,VE,79.95,overcast clouds,10.6317,-71.6406,Motel Aladdin
536,Bandrele,YT,77.0,light rain,-12.9067,45.1914,Les Baobabs
537,Vao,NC,75.4,light rain,-22.6667,167.4833,Hotel Kou-Bugny
538,Tempio Pausania,IT,30.2,clear sky,40.8974,9.1035,Hotel Pausania Inn
539,Davidson,US,69.8,few clouds,36.1501,-86.7833,Best Western Plus Music Row
540,Honiara,SB,75.11,heavy intensity rain,-9.4333,159.95,Heritage Park Hotel
541,Cap Malheureux,MU,79.0,broken clouds,-19.9842,57.6142,Pereybere Hotel & Spa
542,Artesia,US,66.99,clear sky,33.8658,-118.0831,Days Inn & Suites by Wyndham Artesia
543,Magadan,RU,25.99,few clouds,59.5667,150.8,Magadan hotel
544,La Macarena,CO,72.88,overcast clouds,2.1837,-73.7849,Hotel Punto Verde
545,Waingapu,ID,84.87,scattered clouds,-9.6567,120.2641,Pondok Wisata Elim
546,Lekoni,GA,73.58,overcast clouds,-1.5843,14.2591,Rendez-vous Des ChasseursD
547,Tefe,BR,78.6,light rain,-3.3542,-64.7114,Aracati Hotel
548,Normandin,CA,48.2,overcast clouds,48.8333,-72.5321,Chambres MB Normandin (Lac St -Jean)
549,Fantino,DO,73.4,scattered clouds,19.1215,-70.2997,Tropical Farmhouse stay next to cocoa plantation
550,Porto Velho,BR,77.0,heavy intensity rain,-8.7619,-63.9039,Hotel Central
551,Abbeville,FR,39.0,clear sky,50.1,1.8333,Hôtel Mercure Abbeville Centre - Porte de la Baie de Somme
552,Tevriz,RU,33.98,overcast clouds,57.50899999999999,72.4042,Postoyalyy Dvor
553,Kargasok,RU,36.48,overcast clouds,59.0556,80.8572,Hotel Kargasok
554,Shimoda,JP,57.2,broken clouds,34.6667,138.95,Shimoda Tokyu Hotel
555,Trairi,BR,79.66,overcast clouds,-3.2778,-39.2689,janelas do mar
556,Bilma,NE,79.25,clear sky,18.6853,12.9164,Expeditions Ténére voyages
557,Puerto Escondido,MX,82.4,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
558,Chipoka,MW,68.5,overcast clouds,-13.9933,34.5157,The Cichlids Lodge
559,Chokwe,MZ,66.47,clear sky,-24.5333,32.9833,Complexo Sonho Real
561,Byron Bay,AU,79.0,clear sky,-28.65,153.6167,Backpackers Inn on the Beach
562,Malanje,AO,63.95,overcast clouds,-9.5402,16.340999999999998,Malanje Hotel
563,Svetlyy,RU,39.2,clear sky,54.675,20.1347,"Gostinitsa-Kafe, Alena"
564,Lima,PE,68.0,scattered clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
565,Tarakan,ID,80.6,moderate rain,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
567,Silva Jardim,BR,66.11,few clouds,-22.6508,-42.3917,Pousada Ipuca
568,Marrakesh,MA,57.2,scattered clouds,31.6315,-8.0083,Novotel Marrakech Hivernage
569,Batemans Bay,AU,73.0,broken clouds,-35.7167,150.1833,Batemans Bay Marina Resort
571,Charlestown,AU,84.0,few clouds,-32.95,151.6667,Panorama Motor Inn Hotel
572,Rorvik,NO,32.27,light snow,64.8621,11.2373,Kysthotellet Rørvik AS
573,Ilorin,NG,76.95,overcast clouds,8.5,4.55,Al-Aroby Central Mosque
574,Robertsport,LR,80.31,broken clouds,6.7533,-11.3686,Kwepunha Retreat
575,Bambanglipuro,ID,85.05,scattered clouds,-7.95,110.2833,Puri Brata
576,Comodoro Rivadavia,AR,51.8,moderate rain,-45.8667,-67.5,Austral Hotel
577,Vila,PT,45.0,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
578,Powell River,CA,48.2,broken clouds,49.8496,-124.5361,Rodmay Hotel
580,Olinda,BR,80.6,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
581,Kuusamo,FI,17.6,clear sky,65.9667,29.1833,Hotel Kuusanka
583,Poum,NC,76.32,overcast clouds,-20.2333,164.0167,Gîte kajeon
585,Kailua,US,78.8,scattered clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
586,Daguma,PH,88.12,overcast clouds,6.5867,124.5472,D'Teacher's Dream Resort
587,Mwense,ZM,61.99,overcast clouds,-10.3845,28.698,Mwense Council Guest House
588,Puerto Carreno,CO,78.66,overcast clouds,6.189,-67.4859,Casa Hotel Victoria
589,Praia Da Vitoria,PT,59.0,scattered clouds,38.7333,-27.0667,Hotel Branco I
590,Steamboat Springs,US,48.2,overcast clouds,40.485,-106.8317,Steamboat Grand
591,Kudahuvadhoo,MV,82.44,clear sky,2.6708,72.8944,Niyama Private Islands Maldives
592,Salaga,GH,83.14,overcast clouds,8.5508,-0.5188,Bore Nada Guest House
594,Sayyan,YE,53.31,broken clouds,15.1718,44.3244,متنزه و بحيرة سيان
595,Brazzaville,CG,78.8,overcast clouds,-4.2658,15.2832,Hotel Murex
596,Alvinopolis,BR,62.71,broken clouds,-20.1067,-43.0489,Hotel São Geraldo
597,Kawalu,ID,87.49,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
598,Belyy Yar,RU,35.6,scattered clouds,53.6039,91.3903,Pasportnyy Stol
599,North Platte,US,55.99,clear sky,41.1239,-100.7654,Holiday Inn Express & Suites North Platte
600,Katiola,CI,75.2,overcast clouds,8.1333,-5.1,Kakoumani
601,Raudeberg,NO,36.0,overcast clouds,61.9875,5.1352,Nordre Silda.
603,Vila Velha,BR,75.0,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
604,Ituango,CO,64.04,overcast clouds,7.1712,-75.764,HOTEL LA CASONA ITUANGO
605,Mapastepec,MX,77.61,clear sky,15.4333,-92.9,Hotel San Carlos
606,Dingle,PH,86.97,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
607,Cayenne,GF,75.99,fog,4.9333,-52.3333,Hôtel Le Dronmi
608,Sibu,MY,86.0,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
610,Aguimes,ES,66.2,few clouds,27.9054,-15.4461,Hotel Villa de Aguimes
612,Uenohara,JP,59.0,clear sky,35.6167,139.1167,ホテルルートインコート上野原
614,May Pen,JM,78.8,scattered clouds,17.9645,-77.2451,Mus Com Bac
615,Teloloapan,MX,70.03,few clouds,18.35,-99.85,Hotel Las Palmas
616,Deep River,CA,59.0,clear sky,46.1001,-77.4995,Deep River Motel
617,Diego De Almagro,CL,60.42,few clouds,-26.3667,-70.05,hotel luna del desierto
619,Machali,CL,56.08,clear sky,-34.1833,-70.6667,Mining House
620,Terney,RU,38.57,overcast clouds,45.0503,136.6092,"Hotel ""Ternay"""
621,Huarmey,PE,69.75,broken clouds,-10.0681,-78.1522,Hotel Miramar
622,New Ulm,US,51.8,overcast clouds,44.3125,-94.4605,Best Western Plus New Ulm
624,Umbertide,IT,34.0,clear sky,43.3055,12.3366,La Casa del Falegname
625,Pierre,US,55.0,clear sky,44.3683,-100.351,Ramkota Hotel
627,Sabang,ID,82.44,scattered clouds,5.8933,95.3214,Hotel Citra
628,Camana,PE,69.84,overcast clouds,-16.6228,-72.7111,Hostal Morales
630,Alice Springs,AU,87.8,scattered clouds,-23.7,133.8833,Desert Palms Alice Springs
631,Lamu,KE,80.6,few clouds,-2.2717,40.902,Lamu House
633,San Jeronimo,PE,48.31,overcast clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
634,Takestan,IR,62.6,clear sky,36.0696,49.6959,baghdadi hotelهتل و رستوران بغدادی
635,Palembang,ID,82.4,broken clouds,-2.9167,104.7458,ASTON Palembang Hotel & Conference Center
637,Newark,US,59.0,few clouds,40.7357,-74.1724,Best Western Plus Robert Treat Hotel
638,Tura,IN,81.09,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
639,Veroia,GR,42.01,clear sky,40.5233,22.2036,Hotel Villa Elia
640,Ixtapa,MX,75.2,few clouds,20.7,-105.2,Hotel Plaza Providencia
641,Kruisfontein,ZA,60.01,scattered clouds,-34.0033,24.7314,Oyster Bay House Rental
642,Arinos,BR,70.83,overcast clouds,-15.9169,-46.1056,casa do bruno
643,Havelock,US,66.99,clear sky,34.8791,-76.9013,Sherwood Motel
645,Kochi,IN,80.6,mist,9.9399,76.2602,Hotel Abad
646,Matai,TZ,59.0,few clouds,-8.3,31.5167,Rashid agro vet
647,Marsh Harbour,BS,71.15,clear sky,26.5412,-77.0636,Abaco Beach Resort
648,Nuuk,GL,35.6,light snow,64.1835,-51.7216,Vandrehuset
649,Loandjili,CG,80.6,broken clouds,-4.7561,11.8578,Résidence ARCHANGE
651,Liverpool,GB,46.4,light rain,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
652,Sebrovo,RU,37.0,overcast clouds,50.0981,43.2976,Mini-hotel Meduza
653,Soyo,AO,78.96,overcast clouds,-6.1349,12.3689,Hotel Mpampa
655,Elwood,AU,64.0,overcast clouds,-37.8817,144.983,Pullman Melbourne Albert Park
656,Goderich,CA,59.0,overcast clouds,43.7501,-81.7165,Harmony Inn
657,San Anselmo,US,59.0,clear sky,37.9747,-122.5616,Four Points by Sheraton San Rafael Marin County
658,Mineiros,BR,66.24,scattered clouds,-17.5694,-52.5511,Pilões Palace Hotel
659,Pringsewu,ID,85.64,overcast clouds,-5.3582,104.9744,Urban Style by Front One
660,Grand-Santi,GF,72.7,light rain,4.25,-54.3833,Hotel La Villa Couacou
663,Ocos,GT,82.4,scattered clouds,14.5094,-92.1933,Auto Hotel El Soñador
664,Playa Vicente,MX,80.46,clear sky,17.8333,-95.8167,"Hotel ""Imperio"""
665,Gimli,CA,33.8,overcast clouds,50.6336,-96.9907,Lakeview Gimli Resort
666,Port Hedland,AU,89.6,scattered clouds,-20.3167,118.5667,The Esplanade Hotel
668,Axim,GH,79.63,overcast clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
669,Khorramshahr,IR,78.8,broken clouds,30.4397,48.1664,دفتر نمایندگی شرکت بازاریابان ایرانیان زمینBIZ
671,Asfi,MA,58.1,broken clouds,32.2994,-9.2372,Hôtel Abda
672,Oktyabrskiy,RU,35.87,overcast clouds,54.4815,53.471000000000004,Уязы-Тау гостиница
673,Meadow Lake,US,72.0,broken clouds,34.8014,-106.5436,JKL Inc. R.V Park and Storage
674,Nelson Bay,AU,82.0,clear sky,-32.7167,152.15,Mantra Nelson Bay
676,Mezhgorye,UA,32.9,overcast clouds,44.9667,34.4167,"Usad'ba ""Mezhgor'ye"""
678,Maniitsoq,GL,31.55,snow,65.4167,-52.9,Hotel Heilmann Lyberth
679,Cairns,AU,90.0,scattered clouds,-16.9167,145.7667,Mantra Trilogy Cairns
680,Brewster,US,52.0,few clouds,41.3973,-73.6171,Heidi's Inn
681,Fallon,US,64.4,few clouds,39.4735,-118.7774,Best Western Fallon Inn & Suites
682,Ishigaki,JP,75.2,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
683,Tranas,SE,41.0,overcast clouds,58.0372,14.9782,Badhotellet Spa & Konferens Hotel
684,Keelung,TW,62.6,light intensity drizzle,25.1283,121.7419,East Coast Star Boutique Hotel
685,Shakhtinsk,KZ,42.8,clear sky,49.71,72.5872,Orifleym
686,Korla,CN,57.36,few clouds,41.7597,86.1469,Gulisitan Hotel
688,Kahului,US,78.8,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
